latitude,longitude,month,risk_score,crime_count,violent_count,property_count,other_count
32.64,-96.95,2024-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-06-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-07-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-08-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-09-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-10-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-11-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2024-12-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2025-01-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2025-02-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2025-03-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2025-04-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.64,-96.95,2025-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-06-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-07-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-08-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-09-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-10-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-11-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2024-12-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2025-01-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2025-02-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2025-03-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2025-04-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.648163265306124,-96.95,2025-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-06-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-07-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-08-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-09-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-10-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-11-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2024-12-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2025-01-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2025-02-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2025-03-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2025-04-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.65632653061225,-96.95,2025-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
32.66448979591837,-96.95,2024-05-01 17:48:58.162548,0.0,0.0,0.0,0.0,0.0
